tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0235,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be an unp,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be unpaved
tile_0235,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. The rooftop of the building is not specified in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the color or material of the rooftop from the provided image.
tile_0236,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0236,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0236,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,4,1
tile_0236,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0236,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0236,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be paved,",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the center of the image. The road at the bottom is likely an
tile_0236,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are two buildings visible in this image. One is at the right side of the image and the other is at the top right side of the image. The color of the rooftop of the building at the right
tile_0237,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 30%, agriculture 20%, urban 5%, water 20%, bare soil 20%","forest 20%, agriculture 50%, urban 0%, water 25%, bare soil 5%.","forest 30%, agriculture 40%, urban 0%, water 20%, bare soil 5%"
tile_0237,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0237,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,1,1
tile_0237,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0237,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0237,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road or path visible in this image, which is located at the top right corner of the image. It appears to be an unpaved road or path, possibly made of dirt",There are two roads or paths visible in this image. One is located at the center of the image and the other is located at the top right of the image. The roads or paths are not specified
tile_0237,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is not possible to determine the rooftop color or material from the provided image.",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are two buildings visible in this image. One of them is located at the center and has a gray color. The other building is located at the top right corner and has a white color.
tile_0238,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 25%, urban 0%, water 25%, bare soil 5%","forest 50%, agriculture 25%, urban 5%, water 25%, bare soil 5%."
